model,seed,level,epoch,train_total,train_effect,train_vq,eval_total,eval_effect,eval_vq
original,4,1,133,0.7659581812222799,0.7659581812222799,0.0,0.7568556213378906,0.7568556213378906,0.0
original,4,1,134,0.7705860296885173,0.7705860296885173,0.0,0.7580583286285401,0.7580583286285401,0.0
original,4,1,135,0.7604864009221395,0.7604864009221395,0.0,0.7650400865077972,0.7650400865077972,0.0
original,4,1,136,0.7622451329231262,0.7622451329231262,0.0,0.7591411638259887,0.7591411638259887,0.0
original,4,1,137,0.7558298985163371,0.7558298985163371,0.0,0.7703941162427267,0.7703941162427267,0.0
original,4,1,138,0.7713399346669515,0.7713399346669515,0.0,0.7551438168684641,0.7551438168684641,0.0
original,4,1,139,0.7710717860857645,0.7710717860857645,0.0,0.7470189273357392,0.7470189273357392,0.0
original,4,1,140,0.7593894481658936,0.7593894481658936,0.0,0.7483947026729584,0.7483947026729584,0.0
original,4,1,141,0.7492884850502014,0.7492884850502014,0.0,0.7497209139664968,0.7497209139664968,0.0
original,4,1,142,0.7685750253995259,0.7685750253995259,0.0,0.7416271412372589,0.7416271412372589,0.0
original,4,1,143,0.7578093496958415,0.7578093496958415,0.0,0.7375296048323313,0.7375296048323313,0.0
original,4,1,144,0.7550430258115133,0.7550430258115133,0.0,0.7379933043320974,0.7379933043320974,0.0
original,4,1,145,0.7477678759892782,0.7477678759892782,0.0,0.7272855079174042,0.7272855079174042,0.0
original,4,1,146,0.7386330501238505,0.7386330501238505,0.0,0.7193173885345459,0.7193173885345459,0.0
original,4,1,147,0.7429058798154196,0.7429058798154196,0.0,0.7622666235764821,0.7622666235764821,0.0
original,4,1,148,0.7608847769101461,0.7608847769101461,0.0,0.7279934171835581,0.7279934171835581,0.0
original,4,1,149,0.758922103246053,0.758922103246053,0.0,0.7235104751586914,0.7235104751586914,0.0
original,4,1,150,0.7527998248736064,0.7527998248736064,0.0,0.7235695660114289,0.7235695660114289,0.0
original,4,1,151,0.7656866017977396,0.7656866017977396,0.0,0.757612886428833,0.757612886428833,0.0
original,4,1,152,0.7352521069844564,0.7352521069844564,0.0,0.7153565474351247,0.7153565474351247,0.0
original,4,1,153,0.7402865242958069,0.7402865242958069,0.0,0.7298108371098836,0.7298108371098836,0.0
original,4,1,154,0.7350943279266358,0.7350943279266358,0.0,0.7413822555541992,0.7413822555541992,0.0
original,4,1,155,0.7406036218007406,0.7406036218007406,0.0,0.7231654834747314,0.7231654834747314,0.0
original,4,1,156,0.7565613110860189,0.7565613110860189,0.0,0.7033389703432719,0.7033389703432719,0.0
original,4,1,157,0.7358908073107402,0.7358908073107402,0.0,0.7071374849478403,0.7071374849478403,0.0
original,4,1,158,0.7337574370702108,0.7337574370702108,0.0,0.7202543807029724,0.7202543807029724,0.0
original,4,1,159,0.718761088848114,0.718761088848114,0.0,0.6955155913035075,0.6955155913035075,0.0
original,4,1,160,0.7268562340736389,0.7268562340736389,0.0,0.7239324037233988,0.7239324037233988,0.0
original,4,1,161,0.7350384640693665,0.7350384640693665,0.0,0.700455443461736,0.700455443461736,0.0
original,4,1,162,0.7093992487589518,0.7093992487589518,0.0,0.7029862844944,0.7029862844944,0.0
original,4,1,163,0.7466682434082031,0.7466682434082031,0.0,0.722865629196167,0.722865629196167,0.0
original,4,1,164,0.7320337406794231,0.7320337406794231,0.0,0.7213642692565918,0.7213642692565918,0.0
original,4,1,165,0.7236035911242167,0.7236035911242167,0.0,0.7048752442995707,0.7048752442995707,0.0
original,4,1,166,0.7378862635294596,0.7378862635294596,0.0,0.7006227831045787,0.7006227831045787,0.0
original,4,1,167,0.7362874269485473,0.7362874269485473,0.0,0.6884345986445745,0.6884345986445745,0.0
original,4,1,168,0.7466219178835551,0.7466219178835551,0.0,0.7033333865801493,0.7033333865801493,0.0
original,4,1,169,0.7175937477747599,0.7175937477747599,0.0,0.7024473377068837,0.7024473377068837,0.0
original,4,1,170,0.7061176339785258,0.7061176339785258,0.0,0.6965845886866252,0.6965845886866252,0.0
original,4,1,171,0.723813825448354,0.723813825448354,0.0,0.6936901370684306,0.6936901370684306,0.0
original,4,1,172,0.7349958324432373,0.7349958324432373,0.0,0.7005569823582967,0.7005569823582967,0.0
original,4,1,173,0.7336774643262227,0.7336774643262227,0.0,0.6957960460583369,0.6957960460583369,0.0
original,4,1,174,0.7368128712972005,0.7368128712972005,0.0,0.6841468816995621,0.6841468816995621,0.0
original,4,1,175,0.7136188205083211,0.7136188205083211,0.0,0.6801298952102661,0.6801298952102661,0.0
original,4,1,176,0.7391433183352153,0.7391433183352153,0.0,0.7180273429552714,0.7180273429552714,0.0
original,4,1,177,0.7422775554656983,0.7422775554656983,0.0,0.7048936289548874,0.7048936289548874,0.0
original,4,1,178,0.7345995887120564,0.7345995887120564,0.0,0.7063020020723343,0.7063020020723343,0.0
original,4,1,179,0.7209216276804606,0.7209216276804606,0.0,0.6824556821584702,0.6824556821584702,0.0
original,4,1,180,0.7345631329218546,0.7345631329218546,0.0,0.716685388882955,0.716685388882955,0.0
original,4,1,181,0.7578098432223002,0.7578098432223002,0.0,0.6944739003976186,0.6944739003976186,0.0
original,4,1,182,0.7085411230723063,0.7085411230723063,0.0,0.6820283341407776,0.6820283341407776,0.0
original,4,1,183,0.6906744654973348,0.6906744654973348,0.0,0.6642957957585652,0.6642957957585652,0.0
original,4,1,184,0.7012453643480937,0.7012453643480937,0.0,0.6783135382334391,0.6783135382334391,0.0
original,4,1,185,0.7048531985282898,0.7048531985282898,0.0,0.6764602472384771,0.6764602472384771,0.0
original,4,1,186,0.7096472581227621,0.7096472581227621,0.0,0.6870778044064839,0.6870778044064839,0.0
original,4,1,187,0.6890337443351746,0.6890337443351746,0.0,0.6989462049802144,0.6989462049802144,0.0
original,4,1,188,0.7037842790285747,0.7037842790285747,0.0,0.6830841475725173,0.6830841475725173,0.0
original,4,1,189,0.6999847912788391,0.6999847912788391,0.0,0.6617889906962713,0.6617889906962713,0.0
original,4,1,190,0.7085418430964152,0.7085418430964152,0.0,0.658103253642718,0.658103253642718,0.0
original,4,1,191,0.7288054394721984,0.7288054394721984,0.0,0.6634931655724844,0.6634931655724844,0.0
original,4,1,192,0.689086844921112,0.689086844921112,0.0,0.6355542896191279,0.6355542896191279,0.0
original,4,1,193,0.6606046239535014,0.6606046239535014,0.0,0.6431212772925695,0.6431212772925695,0.0
original,4,1,194,0.7080390564600627,0.7080390564600627,0.0,0.7148070667187373,0.7148070667187373,0.0
original,4,1,195,0.6628131572405497,0.6628131572405497,0.0,0.6673603723446528,0.6673603723446528,0.0
original,4,1,196,0.6974276113510132,0.6974276113510132,0.0,0.6720868490139643,0.6720868490139643,0.0
original,4,1,197,0.6987566335995992,0.6987566335995992,0.0,0.6317703751722972,0.6317703751722972,0.0
original,4,1,198,0.6706361476580301,0.6706361476580301,0.0,0.6219724069039027,0.6219724069039027,0.0
original,4,1,199,0.664559424718221,0.664559424718221,0.0,0.6343564532200495,0.6343564532200495,0.0
original,4,1,200,0.672281896273295,0.672281896273295,0.0,0.6394432572523753,0.6394432572523753,0.0
original,4,1,201,0.6999633447329203,0.6999633447329203,0.0,0.6452568115790686,0.6452568115790686,0.0
original,4,1,202,0.658782130877177,0.658782130877177,0.0,0.6274423654874166,0.6274423654874166,0.0
original,4,1,203,0.6427579506238301,0.6427579506238301,0.0,0.6493159822622935,0.6493159822622935,0.0
original,4,1,204,0.7000200891494751,0.7000200891494751,0.0,0.6410365488131841,0.6410365488131841,0.0
original,4,1,205,0.6628824742635091,0.6628824742635091,0.0,0.6255250507593155,0.6255250507593155,0.0
original,4,1,206,0.7094000840187072,0.7094000840187072,0.0,0.6328415230909983,0.6328415230909983,0.0
original,4,1,207,0.6697359371185303,0.6697359371185303,0.0,0.6317635218302409,0.6317635218302409,0.0
original,4,1,208,0.746458355585734,0.746458355585734,0.0,0.6614295043547949,0.6614295043547949,0.0
original,4,1,209,0.6745107491811116,0.6745107491811116,0.0,0.6492746122678121,0.6492746122678121,0.0
original,4,1,210,0.6716926264762878,0.6716926264762878,0.0,0.6607433338960012,0.6607433338960012,0.0
original,4,1,211,0.7603393840789795,0.7603393840789795,0.0,0.6940518522262573,0.6940518522262573,0.0
original,4,1,212,0.6939000296592712,0.6939000296592712,0.0,0.6888143841425578,0.6888143841425578,0.0
original,4,1,213,0.7340107957522074,0.7340107957522074,0.0,0.7107899483044943,0.7107899483044943,0.0
original,4,1,214,0.7588662815093994,0.7588662815093994,0.0,0.7307407593727112,0.7307407593727112,0.0
original,4,1,215,0.7667342050870259,0.7667342050870259,0.0,0.7242217512925466,0.7242217512925466,0.0
original,4,1,216,0.7570902434984843,0.7570902434984843,0.0,0.701715033253034,0.701715033253034,0.0
original,4,1,217,0.7678743529319764,0.7678743529319764,0.0,0.7051251260439555,0.7051251260439555,0.0
original,4,1,218,0.7354930289586386,0.7354930289586386,0.0,0.7154984802007676,0.7154984802007676,0.0
original,4,1,219,0.7400456269582113,0.7400456269582113,0.0,0.7649415113528569,0.7649415113528569,0.0
original,4,1,220,0.7620479488372802,0.7620479488372802,0.0,0.733909026781718,0.733909026781718,0.0
original,4,1,221,0.7175038329760234,0.7175038329760234,0.0,0.7544868858655294,0.7544868858655294,0.0
original,4,1,222,0.7574226768811544,0.7574226768811544,0.0,0.7692550053199132,0.7692550053199132,0.0
original,4,1,223,0.779222199122111,0.779222199122111,0.0,0.7414828950166702,0.7414828950166702,0.0
original,4,1,224,0.7989312616984049,0.7989312616984049,0.0,0.773769109249115,0.773769109249115,0.0
original,4,1,225,0.7886267566680908,0.7886267566680908,0.0,0.7632277256250382,0.7632277256250382,0.0
original,4,1,226,0.806697289943695,0.806697289943695,0.0,0.7803555691242218,0.7803555691242218,0.0
original,4,1,227,0.8067160940170288,0.8067160940170288,0.0,0.7729550464948018,0.7729550464948018,0.0
original,4,1,228,0.7917474699020386,0.7917474699020386,0.0,0.7847908095518747,0.7847908095518747,0.0
original,4,1,229,0.7989695159594218,0.7989695159594218,0.0,0.771214620868365,0.771214620868365,0.0
original,4,1,230,0.7726694830258687,0.7726694830258687,0.0,0.7769489963849385,0.7769489963849385,0.0
original,4,1,231,0.8004320216178894,0.8004320216178894,0.0,0.8062125454346339,0.8062125454346339,0.0
original,4,1,232,0.7590293502807617,0.7590293502807617,0.0,0.8234179423252741,0.8234179423252741,0.0
original,4,1,233,0.8039368144671122,0.8039368144671122,0.0,0.8361035404602687,0.8361035404602687,0.0
original,4,1,234,0.8018834161758422,0.8018834161758422,0.0,0.798471690217654,0.798471690217654,0.0
original,4,1,235,0.8162339464823405,0.8162339464823405,0.0,0.7878179132938385,0.7878179132938385,0.0
original,4,1,236,0.7845288999875386,0.7845288999875386,0.0,0.7759301209449768,0.7759301209449768,0.0
original,4,1,237,0.7753464396794637,0.7753464396794637,0.0,0.8028524041175842,0.8028524041175842,0.0
original,4,1,238,0.7721759422620138,0.7721759422620138,0.0,0.7950515657663345,0.7950515657663345,0.0
original,4,1,239,0.7900062656402588,0.7900062656402588,0.0,0.7925002805391947,0.7925002805391947,0.0
original,4,1,240,0.7667908263206482,0.7667908263206482,0.0,0.792703561981519,0.792703561981519,0.0
original,4,1,241,0.7660212167104086,0.7660212167104086,0.0,0.7537280698617299,0.7537280698617299,0.0
original,4,1,242,0.7851485737164815,0.7851485737164815,0.0,0.7339474435647328,0.7339474435647328,0.0
original,4,1,243,0.7683339301745097,0.7683339301745097,0.0,0.7586834994951884,0.7586834994951884,0.0
original,4,1,244,0.756282696723938,0.756282696723938,0.0,0.771945349574089,0.771945349574089,0.0
original,4,1,245,0.7494907450675964,0.7494907450675964,0.0,0.777103865146637,0.777103865146637,0.0
original,4,1,246,0.7472841890652975,0.7472841890652975,0.0,0.7320306946833929,0.7320306946833929,0.0
original,4,1,247,0.7373156682650248,0.7373156682650248,0.0,0.7060865286986033,0.7060865286986033,0.0
original,4,1,248,0.7334684618314107,0.7334684618314107,0.0,0.6829064011573791,0.6829064011573791,0.0
original,4,1,249,0.7328679903348287,0.7328679903348287,0.0,0.7081967188914617,0.7081967188914617,0.0
original,4,1,250,0.7239134605725607,0.7239134605725607,0.0,0.7237391181786855,0.7237391181786855,0.0
original,4,1,251,0.7142595378557841,0.7142595378557841,0.0,0.6728403170903524,0.6728403170903524,0.0
original,4,1,252,0.725721743106842,0.725721743106842,0.0,0.6868616024653117,0.6868616024653117,0.0
original,4,1,253,0.7004215248425801,0.7004215248425801,0.0,0.6822298645973206,0.6822298645973206,0.0
original,4,1,254,0.7213572319348653,0.7213572319348653,0.0,0.7004382447401682,0.7004382447401682,0.0
original,4,1,255,0.7065768750508626,0.7065768750508626,0.0,0.6879829460382462,0.6879829460382462,0.0
original,4,1,256,0.6946060721079509,0.6946060721079509,0.0,0.6759099086125692,0.6759099086125692,0.0
original,4,1,257,0.7010295184453329,0.7010295184453329,0.0,0.6754699953397115,0.6754699953397115,0.0
original,4,1,258,0.6866919366518657,0.6866919366518657,0.0,0.6530060372749964,0.6530060372749964,0.0
original,4,1,259,0.7024794793128968,0.7024794793128968,0.0,0.700619331796964,0.700619331796964,0.0
original,4,1,260,0.6848333112398783,0.6848333112398783,0.0,0.6403723804155985,0.6403723804155985,0.0
original,4,1,261,0.6756064979235331,0.6756064979235331,0.0,0.6462541727224985,0.6462541727224985,0.0
original,4,1,262,0.6685082864761352,0.6685082864761352,0.0,0.6332317167520523,0.6332317167520523,0.0
original,4,1,263,0.6903004296620687,0.6903004296620687,0.0,0.6364846342802047,0.6364846342802047,0.0
original,4,1,264,0.657942271232605,0.657942271232605,0.0,0.6209951033194859,0.6209951033194859,0.0
original,4,1,265,0.688576492468516,0.688576492468516,0.0,0.6472308586041132,0.6472308586041132,0.0
original,4,1,266,0.6569349892934163,0.6569349892934163,0.0,0.6329877529541651,0.6329877529541651,0.0
original,4,1,267,0.6514066433906556,0.6514066433906556,0.0,0.6566249330838522,0.6566249330838522,0.0
original,4,1,268,0.6452753988901774,0.6452753988901774,0.0,0.6184284353256225,0.6184284353256225,0.0
original,4,1,269,0.6481249984105428,0.6481249984105428,0.0,0.6381015678246816,0.6381015678246816,0.0
original,4,1,270,0.661131321589152,0.661131321589152,0.0,0.6746687491734823,0.6746687491734823,0.0
original,4,1,271,0.647817923227946,0.647817923227946,0.0,0.6082057297229767,0.6082057297229767,0.0
